City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,olinda,90,EC,1547611200,83,-2.03,-79.75,78.8,2.24
1,alta floresta,56,BR,1547613569,97,-9.87,-56.08,72.72,1.95
2,port lincoln,92,AU,1547613374,75,-34.72,135.86,73.17,14.14
3,ossora,0,RU,1547613830,100,59.24,163.07,-17.28,9.44
4,kapaa,1,US,1547610960,61,22.08,-159.32,77.0,11.41
5,mataura,36,NZ,1547613565,50,-46.19,168.86,75.24,10.33
6,tasiilaq,80,GL,1547610600,55,65.61,-37.64,6.8,3.36
7,hilo,90,US,1547610780,62,19.71,-155.08,73.94,9.44
8,obo,0,CF,1547613831,90,5.39,26.49,69.12,4.63
9,new norfolk,75,AU,1547611200,52,-42.78,147.06,68.0,18.34
10,swan hill,64,AU,1547613831,58,-35.34,143.56,98.82,0.72
11,piacabucu,56,BR,1547613832,92,-10.41,-36.43,73.89,3.74
12,georgetown,75,GY,1547611200,88,6.8,-58.16,77.0,6.93
13,severo-kurilsk,88,RU,1547613506,100,50.68,156.12,29.25,22.08
14,kavieng,24,PG,1547613708,100,-2.57,150.8,82.62,5.75
15,catuday,0,PH,1547613833,82,16.29,119.81,83.79,4.97
16,ushuaia,40,AR,1547611200,80,-54.81,-68.31,39.2,17.22
17,punta arenas,40,CL,1547611200,65,-53.16,-70.91,41.0,20.8
18,touros,75,BR,1547611200,94,-5.2,-35.46,77.0,2.24
19,marathon,12,CA,1547613833,100,48.72,-86.38,8.82,20.85
20,san quintin,0,PH,1547613597,54,17.54,120.52,82.35,5.19
21,cape town,0,ZA,1547611200,82,-33.93,18.42,62.6,4.7
22,yellowknife,20,CA,1547611200,66,62.45,-114.38,-31.01,4.7
23,marawi,80,PH,1547613834,56,8.0,124.29,81.0,3.96
24,lorengau,68,PG,1547613797,99,-2.02,147.27,83.52,11.23
25,sorong,100,ID,1547613834,100,-0.86,131.25,75.51,4.97
26,albany,90,US,1547613000,74,42.65,-73.75,30.02,3.36
27,rikitea,80,PF,1547613563,97,-23.12,-134.97,80.55,14.03
28,busselton,0,AU,1547613596,88,-33.64,115.35,71.46,13.8
29,naron,88,ES,1547611200,76,43.52,-8.15,51.8,3.36
30,hobart,75,AU,1547611200,52,-42.88,147.33,68.0,18.34
31,quievrain,75,BE,1547612400,80,50.41,3.68,42.8,11.41
32,plettenberg bay,36,ZA,1547613835,100,-34.05,23.37,67.41,11.23
33,puerto ayora,48,EC,1547613326,100,-0.74,-90.35,76.05,8.32
34,torbay,90,CA,1547611200,92,47.66,-52.73,28.4,38.03
35,tuktoyaktuk,5,CA,1547611200,75,69.44,-133.03,-18.41,11.41
36,balaipungut,24,ID,1547613836,65,1.11,101.31,90.27,3.51
37,mamallapuram,32,IN,1547611200,83,12.63,80.17,78.8,3.36
38,khatanga,76,RU,1547613567,62,71.98,102.47,-7.92,10.67
39,esperance,20,TT,1547611200,88,10.24,-61.45,75.2,6.31
40,jamestown,68,AU,1547613409,33,-33.21,138.6,99.27,8.99
41,la ronge,5,CA,1547611200,82,55.1,-105.3,-20.21,2.73
42,deputatskiy,0,RU,1547613837,0,69.3,139.9,-55.08,2.51
43,kahului,40,US,1547610960,64,20.89,-156.47,75.92,5.82
44,pergamino,0,AR,1547613837,85,-33.9,-60.57,59.04,2.95
45,bereda,92,ES,1547611200,76,43.27,-7.54,51.8,3.36
46,alpena,90,US,1547613360,88,45.06,-83.43,31.1,14.99
47,chuy,68,UY,1547613567,100,-33.69,-53.46,70.2,15.48
48,tessalit,0,ML,1547613581,32,20.2,1.01,38.25,6.53
49,mount gambier,88,AU,1547611200,57,-37.83,140.78,77.0,11.41
50,port-cartier,40,CA,1547611200,76,50.03,-66.88,-4.01,8.05
51,bredasdorp,64,ZA,1547611200,88,-34.53,20.04,66.2,16.11
52,barrow,0,AR,1547613597,62,-38.31,-60.23,71.82,15.14
53,markova,0,RU,1547613000,77,52.21,104.21,1.4,4.47
54,arraial do cabo,0,BR,1547613564,85,-22.97,-42.02,77.49,17.83
55,provideniya,90,RU,1547611200,94,64.42,-173.23,32.0,17.9
56,constitucion,24,MX,1547613714,80,23.99,-104.67,42.66,3.96
57,cabo san lucas,20,MX,1547610000,77,22.89,-109.91,68.0,9.17
58,dingle,44,PH,1547613410,71,11.0,122.67,80.46,17.05
59,tiksi,0,RU,1547613482,0,71.64,128.87,-49.14,2.95
60,canavieiras,88,BR,1547613841,86,-15.68,-38.95,77.4,3.62
61,vanavara,80,RU,1547613789,78,60.35,102.28,3.96,4.41
62,port alfred,92,ZA,1547613573,100,-33.59,26.89,70.29,10.45
63,shenjiamen,92,CN,1547613841,100,29.96,122.3,44.37,17.83
64,itanagar,20,IN,1547611200,63,27.1,93.63,64.4,2.24
65,hermanus,0,ZA,1547613598,78,-34.42,19.24,64.98,6.64
66,isangel,76,VU,1547613842,100,-19.55,169.27,79.56,7.87
67,sept-iles,40,CA,1547611200,76,50.2,-66.38,-4.01,8.05
68,haines junction,80,CA,1547613775,71,60.75,-137.51,-1.26,2.28
69,azangaro,32,PE,1547613843,96,-14.91,-70.2,29.97,2.95
70,faanui,76,PF,1547613454,100,-16.48,-151.75,83.61,12.46
71,salinopolis,76,BR,1547613843,100,-0.61,-47.36,77.76,11.12
72,longyearbyen,20,NO,1547610600,70,78.22,15.63,1.4,6.93
73,coquimbo,0,CL,1547611200,87,-29.95,-71.34,60.8,4.7
74,aklavik,5,CA,1547611200,68,68.22,-135.01,-16.61,4.7
75,grand-santi,20,GF,1547613769,96,4.27,-54.38,73.35,3.06
76,qaanaaq,0,GL,1547613577,90,77.48,-69.36,-28.89,9.44
77,arman,0,RU,1547613844,36,59.7,150.17,-24.66,2.62
78,saint-philippe,90,CA,1547612220,86,45.36,-73.48,28.4,8.05
79,juneau,90,US,1547613360,100,58.3,-134.42,39.02,2.95
80,atuona,92,PF,1547613396,100,-9.8,-139.03,80.46,15.93
81,lompoc,90,US,1547612100,86,34.64,-120.46,57.02,5.82
82,sistranda,20,NO,1547612400,85,63.73,8.83,23.0,17.22
83,vila,0,IT,1547612400,68,45.18,8.4,32.0,8.05
84,tieling,8,CN,1547613845,50,42.29,123.84,26.91,10.89
85,rocha,68,UY,1547613845,96,-34.48,-54.34,67.32,13.35
86,bulgan,0,MN,1547613850,24,48.81,103.53,19.26,3.74
87,pitimbu,20,BR,1547611200,88,-7.47,-34.81,75.2,3.36
88,buala,92,SB,1547613566,92,-8.15,159.59,83.61,3.18
89,manokwari,48,ID,1547613851,100,-0.87,134.08,81.63,4.74
90,omsukchan,8,RU,1547613851,0,62.53,155.8,-43.29,2.51
91,hasaki,40,JP,1547611200,39,35.73,140.83,51.8,6.93
92,mahebourg,40,MU,1547611200,78,-20.41,57.7,80.6,4.7
93,butaritari,56,KI,1547613622,100,3.07,172.79,83.79,19.51
94,paamiut,76,GL,1547613851,100,61.99,-49.67,28.89,25.88
95,bilma,0,NE,1547613719,40,18.69,12.92,35.46,6.98
96,minador do negrao,80,BR,1547613852,97,-9.31,-36.86,70.29,3.96
97,thinadhoo,56,MV,1547613852,100,0.53,72.93,78.84,3.74
98,nikolskoye,75,RU,1547611200,86,59.7,30.79,26.6,6.71
99,ribeira grande,12,PT,1547613611,97,38.52,-28.7,61.74,5.75
100,kumasi,12,GH,1547613853,96,6.7,-1.62,71.64,3.96
101,fairbanks,1,US,1547611080,79,64.84,-147.72,-13.55,6.2
102,pisco,88,PE,1547613418,91,-13.71,-76.2,67.77,4.85
103,dawlatabad,36,AF,1547613854,99,36.41,64.91,50.76,4.74
104,camacha,75,PT,1547611200,63,33.08,-16.33,60.8,12.75
105,hithadhoo,44,MV,1547613566,100,-0.6,73.08,80.1,6.08
106,gravdal,92,NO,1547612400,93,59.79,5.78,46.4,19.46
107,khokhryaki,92,RU,1547613855,89,56.92,53.32,26.46,10.45
108,muros,90,ES,1547611200,93,42.77,-9.06,46.4,3.36
109,kaitangata,76,NZ,1547613593,83,-46.28,169.85,71.46,0.6
110,thompson,5,CA,1547611200,67,55.74,-97.86,-23.81,4.7
111,bluff,12,AU,1547613589,31,-23.58,149.07,96.57,9.78
112,pangnirtung,64,CA,1547613691,42,66.15,-65.72,-14.13,8.43
113,pimentel,76,BR,1547613486,98,-3.7,-45.5,72.36,2.84
114,west bay,75,GB,1547610600,87,50.71,-2.76,48.2,12.75
115,viedma,12,AR,1547613856,65,-40.81,-62.99,66.42,4.52
116,vaini,0,IN,1547611200,43,15.34,74.49,71.6,6.93
117,cartagena,68,ES,1547611200,93,37.63,-1.0,42.8,4.7
118,alofi,92,NU,1547611200,74,-19.06,-169.92,86.0,8.05
119,macamic,90,CA,1547612340,100,48.75,-79.0,23.0,11.41
120,chokurdakh,8,RU,1547613418,0,70.62,147.9,-45.18,2.95
121,lucapa,36,AO,1547613858,86,-8.42,20.74,72.0,3.85
122,cherskiy,76,RU,1547613579,41,68.75,161.3,-26.19,4.97
123,koslan,88,RU,1547613858,85,63.46,48.9,22.32,6.76
124,gat,0,SN,1547611200,88,14.69,-16.54,64.4,13.87
125,beziers,0,FR,1547611200,86,43.35,3.22,35.6,3.36
126,upernavik,32,GL,1547613581,100,72.79,-56.15,-4.5,9.44
127,paita,44,PE,1547613859,81,-5.09,-81.11,73.26,6.98
128,carnarvon,0,ZA,1547613595,44,-30.97,22.13,68.31,8.32
129,rio gallegos,40,AR,1547611200,52,-51.62,-69.22,46.4,29.97
130,cidreira,8,BR,1547613613,91,-30.17,-50.22,75.69,6.2
131,kamenka,92,RU,1547613772,96,53.19,44.05,31.77,12.8
132,lundazi,92,ZM,1547613860,82,-12.29,33.17,70.2,6.42
133,dikson,76,RU,1547613578,100,73.51,80.55,9.27,10.45
134,homer,75,US,1547610780,78,59.64,-151.54,30.92,3.36
135,tuatapere,48,NZ,1547613601,57,-46.13,167.69,69.12,14.03
136,ola,76,RU,1547613662,100,59.58,151.3,-2.61,15.59
137,cabedelo,20,BR,1547611200,88,-6.97,-34.84,75.2,3.36
138,apolda,75,DE,1547612400,80,51.02,11.51,41.0,17.22
139,caala,92,AO,1547613862,97,-12.85,15.56,56.25,3.18
140,black diamond,90,CA,1547611200,100,50.69,-114.23,23.0,9.17
141,ishigaki,75,JP,1547611200,100,24.34,124.16,66.2,25.28
142,mnogovershinnyy,80,RU,1547613797,68,53.94,139.92,-5.49,6.76
143,gamba,0,CN,1547613862,72,28.28,88.52,19.35,3.18
144,natal,90,BR,1547611200,88,-5.81,-35.21,77.0,8.05
145,biu,0,NG,1547613863,37,10.61,12.19,56.07,7.43
146,wesselsbron,0,ZA,1547613863,70,-27.85,26.36,74.52,13.8
147,helong,92,CN,1547613864,89,25.94,116.13,44.55,3.62
148,leningradskiy,88,RU,1547613467,99,69.38,178.42,-0.27,26.11
149,hami,8,CN,1547613864,84,42.84,93.51,19.62,3.74
150,yeppoon,20,AU,1547611200,45,-23.13,150.74,87.8,10.29
151,bethel,75,US,1547610960,88,60.79,-161.76,33.98,6.93
152,hay river,90,CA,1547611200,69,60.82,-115.79,-11.21,5.82
153,prince rupert,1,CA,1547611200,93,54.32,-130.32,35.6,3.85
154,pevek,92,RU,1547613568,91,69.7,170.27,-6.93,19.51
155,vanimo,24,PG,1547613865,100,-2.67,141.3,83.07,19.84
156,boffa,0,GN,1547613865,90,10.18,-14.04,67.14,1.05
157,san ignacio,44,CL,1547611200,55,-36.8,-72.03,60.8,5.82
158,zalantun,0,CN,1547613866,25,48.0,122.72,11.07,11.68
159,lata,88,IN,1547613569,73,30.78,78.62,45.81,1.28
160,lima,0,PE,1547611200,88,-12.06,-77.04,71.6,12.75
161,lyubim,44,RU,1547613867,86,58.36,40.69,22.14,12.12
162,las choapas,92,MX,1547613867,100,17.91,-94.09,69.39,10.67
163,kidal,0,ML,1547613868,54,18.44,1.41,42.3,3.4
164,castro,20,CL,1547611200,87,-42.48,-73.76,50.0,6.93
165,port elizabeth,1,US,1547610960,80,39.31,-74.98,28.04,4.97
166,mut,56,TR,1547613868,84,36.64,33.44,29.43,5.41
167,adrar,0,DZ,1547611200,38,27.87,-0.29,41.0,5.82
168,souillac,20,FR,1547611200,92,45.6,-0.6,33.8,2.24
169,komsomolskiy,80,RU,1547613573,80,67.55,63.78,9.9,6.42
170,saldanha,32,PT,1547613473,77,41.42,-6.55,22.77,2.95
171,aquiraz,40,BR,1547611200,88,-3.9,-38.39,78.8,3.62
172,noshiro,75,JP,1547612160,58,40.21,140.05,30.2,17.22
173,shaoyang,92,CN,1547613869,99,27.23,111.45,32.13,2.73
174,ancud,20,CL,1547611200,87,-41.87,-73.83,50.0,6.93
175,port hedland,0,AU,1547611200,35,-20.31,118.58,100.4,11.41
176,ginda,88,IN,1547613870,73,30.69,78.49,45.81,1.28
177,talnakh,76,RU,1547613623,79,69.49,88.39,3.78,6.08
178,raudeberg,75,NO,1547612400,93,61.99,5.14,35.6,10.29
179,avarua,75,CK,1547611200,74,-21.21,-159.78,80.6,10.29
180,bambanglipuro,92,ID,1547613870,84,-7.95,110.28,80.1,12.8
181,amvrosiyivka,88,UA,1547613870,91,47.79,38.48,26.28,15.48
182,guerrero negro,68,MX,1547613615,98,27.97,-114.04,57.6,3.18
183,portage,90,US,1547612100,97,41.58,-87.18,32.0,11.41
184,ranong,20,TH,1547611200,66,9.96,98.62,87.8,3.36
185,ponta do sol,0,BR,1547613476,77,-20.63,-46.0,64.71,1.61
186,taos,24,US,1547613300,89,36.41,-105.57,19.22,2.06
187,kichera,0,RU,1547613871,63,55.93,110.1,-1.53,2.17
188,maniitsoq,80,GL,1547613568,100,65.42,-52.9,23.85,10.67
189,katakwi,12,UG,1547613633,76,1.91,33.96,71.1,2.62
190,poum,8,MK,1547613755,57,41.28,20.71,3.51,1.83
191,anadyr,90,RU,1547611200,76,64.73,177.51,-5.81,15.66
192,opuwo,92,NA,1547613872,45,-18.06,13.84,66.15,2.39
193,nuuk,80,GL,1547610600,92,64.17,-51.74,21.2,13.87
194,niamtougou,20,TG,1547613872,34,9.77,1.11,63.54,7.43
195,muskegon,90,US,1547610900,77,43.23,-86.25,33.08,12.75
196,eureka,90,US,1547613300,100,40.8,-124.16,53.96,13.87
197,batagay,0,RU,1547613670,0,67.65,134.64,-70.02,2.73
198,san juan,20,PH,1547611200,49,14.6,121.03,89.6,11.41
199,meulaboh,0,ID,1547613566,100,4.14,96.13,83.16,3.74
200,lebu,0,ET,1547613605,34,8.96,38.73,56.07,4.07
201,oktyabrskiy,75,RU,1547611200,92,55.61,37.97,21.2,2.24
202,bafq,0,IR,1547613875,46,31.6,55.4,57.06,3.96
203,la asuncion,44,EC,1547613876,99,-1.64,-78.74,40.95,2.17
204,hamilton,75,BM,1547610900,87,32.3,-64.78,59.0,14.99
205,the valley,75,AI,1547611200,78,18.22,-63.06,75.2,8.05
206,vao,80,EE,1547613578,84,59.1,26.19,23.76,10.78
207,mar del plata,68,AR,1547613602,42,-46.43,-67.52,61.29,15.03
208,fukue,20,JP,1547613000,100,35.03,136.69,48.2,21.92
209,nanortalik,92,GL,1547613468,95,60.14,-45.24,29.88,15.48
210,tura,0,IN,1547613594,64,25.52,90.21,69.75,3.96
211,baijiantan,88,CN,1547613877,94,45.63,85.18,0.27,3.18
212,norman wells,75,CA,1547611200,69,65.28,-126.83,-11.21,9.17
213,east london,75,ZA,1547611200,78,-33.02,27.91,71.6,9.17
214,barra patuca,24,HN,1547613878,86,15.8,-84.28,78.75,11.56
215,ternate,20,PH,1547611200,49,14.29,120.72,89.6,11.41
216,yuli,0,NG,1547613879,57,10.52,9.86,50.22,3.85
217,shumskiy,20,RU,1547613879,48,54.83,99.13,8.01,2.17
218,sabinopolis,0,BR,1547613879,82,-18.67,-43.08,67.5,3.96
219,santa rosalia,0,IT,1547612400,56,38.07,13.27,44.6,6.93
220,sisimiut,36,GL,1547613788,100,66.94,-53.67,-6.75,2.17
221,carutapera,80,BR,1547613880,99,-1.2,-46.02,76.5,6.87
222,onguday,80,RU,1547613881,68,50.75,86.14,8.64,2.39
223,meiktila,0,MM,1547613881,68,20.88,95.86,76.77,9.66
224,gayeri,0,BF,1547613881,43,12.65,0.49,56.97,5.19
225,cua,20,VE,1547611200,88,10.16,-66.89,73.4,2.24
226,codrington,8,AU,1547611200,38,-28.95,153.24,96.8,19.46
227,victoria,75,BN,1547611200,74,5.28,115.24,87.8,6.93
228,kisangani,92,CD,1547613690,100,0.52,25.21,69.48,2.84
229,goundam,0,ML,1547613882,55,16.42,-3.66,55.8,6.2
230,bilibino,80,RU,1547613419,0,68.06,166.44,-33.93,2.95
231,sulangan,80,PH,1547613769,100,11.14,123.72,79.56,17.27
232,crystal beach,90,CA,1547610840,80,42.87,-79.06,26.96,19.46
233,ajdabiya,20,LY,1547613883,77,30.75,20.22,45.63,5.64
234,kruisfontein,80,ZA,1547613438,92,-34.0,24.73,68.22,9.66
235,yulara,0,AU,1547611200,10,-25.24,130.99,111.2,16.11
236,tshikapa,32,CD,1547613884,91,-6.42,20.79,74.16,2.73
237,waipawa,92,NZ,1547613578,98,-39.94,176.59,61.83,8.66
238,guane,0,CU,1547613884,91,22.2,-84.09,63.36,6.08
239,seoul,1,KR,1547613000,32,37.57,126.98,29.12,3.36
240,guaymas,0,MX,1547613884,82,27.92,-110.9,51.48,2.95
241,marakkanam,12,IN,1547613885,83,12.2,79.95,81.0,9.55
242,pauini,92,BR,1547613885,100,-7.71,-67.0,72.36,2.39
243,bonavista,92,CA,1547613885,99,48.65,-53.11,30.24,38.07
244,north bend,90,US,1547610960,76,43.41,-124.22,46.94,6.93
245,vila velha,40,BR,1547611200,88,-3.71,-38.6,78.8,10.22
246,majene,80,ID,1547613616,100,-3.54,118.97,80.19,18.5
247,mountain home,1,US,1547611080,100,43.13,-115.69,30.92,13.87
248,lavrentiya,88,RU,1547613436,95,65.58,-170.99,32.76,14.25
249,libertador general san martin,92,AR,1547613887,97,-23.81,-64.79,67.41,2.17
250,buenos aires,40,AR,1547611200,88,-34.61,-58.44,69.8,4.7
251,ilulissat,56,GL,1547610600,72,69.22,-51.1,10.4,2.24
252,san jeronimo,48,PE,1547613887,100,-13.65,-73.37,41.58,1.72
253,college,1,US,1547611080,79,64.86,-147.8,-4.01,6.2
254,pemba,75,MZ,1547611200,88,-12.97,40.52,80.6,4.7
255,mugumu,92,TZ,1547613888,99,-1.84,34.67,61.92,3.62
256,hoima,76,UG,1547613888,73,1.43,31.35,70.92,4.74
257,saint anthony,90,US,1547610960,77,43.97,-111.68,24.08,3.18
258,geraldton,75,CA,1547611200,70,49.72,-86.95,-5.81,13.87
259,mangan,0,IN,1547613889,39,27.5,88.54,32.4,1.72
260,luderitz,0,NA,1547613734,90,-26.65,15.16,60.39,1.5
261,faya,0,SA,1547611200,45,18.39,42.45,53.6,3.06
262,jalu,0,LY,1547613889,79,29.03,21.55,39.87,5.64
263,shimoda,75,JP,1547611200,50,34.7,138.93,53.6,11.41
264,salekhard,56,RU,1547613890,63,66.54,66.62,-8.01,3.62
265,cicero dantas,0,BR,1547613890,93,-10.6,-38.38,66.24,3.4
266,lodja,80,CD,1547613672,94,-3.52,23.6,73.44,3.4
267,mayo,90,CA,1547611200,84,63.59,-135.9,8.6,2.62
268,beringovskiy,64,RU,1547613590,90,63.05,179.32,5.49,17.72
269,mitsamiouli,75,KM,1547611200,88,-11.38,43.28,78.8,6.93
270,kano,0,NG,1547613891,59,11.99,8.53,47.79,3.62
271,iacu,64,BR,1547613891,97,-12.77,-40.21,69.66,3.4
272,labuhan,88,ID,1547613706,88,-2.54,115.51,78.57,2.51
273,palmerston north,64,NZ,1547613892,96,-40.35,175.62,63.0,8.66
274,gatesville,5,US,1547614500,93,31.44,-97.74,45.5,5.82
275,ahipara,56,NZ,1547613668,81,-35.17,173.16,68.31,18.05
276,filingue,0,NE,1547613892,47,14.35,3.32,52.2,6.76
277,elat,92,CM,1547613892,95,2.91,11.16,70.29,2.73
